id,nombre,name_en,categoria,category_en,modo,kcal,p,c,g,f,fe,mg,zn,pot,na,vitc,creat,ca,phos,sel,cu,mn,iod,vita,vitd,vite,vitk,b1,b2,b3,b6,b12,fol,leu,lys,met,val,iso,phe,thr,trp,his,sugar,sat,mono,poly,chol,caf,water
aceituna_verde,Aceituna verde,Aceituna verde,Grasa,Fat,crudo,145,1,3.8,15.3,3.3,0.5,4,0.2,42,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acelga,Acelga,Acelga,Verdura,Vegetable,crudo,19,1.8,3.7,0.2,1.6,1.8,81,0.4,379,213,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acelga,Acelga,Acelga,Verdura,Vegetable,cocido,20,1.9,3.8,0.2,2.1,2,86,0.4,450,180,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agua,Agua,Water,Bebida,Drink,ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agua_con_gas,Agua con gas,Sparkling water,Bebida,Drink,ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajo,Ajo,Garlic,Verdura,Vegetable,crudo,149,6.4,33.1,0.5,2.1,1.7,25,1.2,401,17,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garlic,Ajo,Garlic,Verduras,Vegetables and Vegetable Products,crudo,2.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garlic_raw,"Ajo, Crudo","Garlic, Raw",Verduras,Vegetables and Vegetable Products,crudo,143,6.62,28.2,0.38,2.7,0,0,0,0,0,10,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.1
alcaucil,Alcaucil,Alcaucil,Verdura,Vegetable,cocido,47,3.3,10.5,0.2,5.4,1.3,60,0.5,286,94,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almendras,Almendras,Almonds,Fruto seco,Nuts,crudo,579,21.2,21.6,49.9,12.5,3.7,270,3.1,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almond_butter_creamy,"Almond Butter, Creamy","Almond Butter, Creamy",Frutos secos y semillas,Nut and Seed Products,crudo,645.456,20.7873,21.2367,53.04,9.718,4.108,267.8,3.178,745.4,0.9963,0,0,263.8,506.9,0.7938,0.9746,2.135,0,0,0,16.67,0,0.0946,0,3.909,0.0838,0,42.46,1.753,0.6463,0.1888,1.094,0.93,1.384,0.7788,0.1963,0.6388,0,4.253,34.69,12.61,0,0,1.751
almond_milk_refrigerated_unsweetened,"Almond Leche, Refrigerated, Unsweetened","Almond Milk, Refrigerated, Unsweetened",Bebidas,Beverages,crudo,10.35,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almond_milk_unsweetened_plain_refrigerated,"Almond Leche, Unsweetened, Plain, Refrigerated","Almond Milk, Unsweetened, Plain, Refrigerated",Bebidas,Beverages,crudo,19.33,0.6563,0.6708,1.558,0,0.1247,8.249,0.0766,49.27,59.22,0,0,157.5,19.08,0,0.0269,0.0564,0,0,1.59,0,0,0.005,0.0833,0.0888,0,0.4492,0,0.0463,0.0313,0.0013,0.0175,0.0263,0.0425,0.01,0.0013,0.0138,0,0,0,0,0,0,96.52
almond_milk_unsweetened_plain_shelf_stable,"Almond Leche, Unsweetened, Plain, Shelf Stable","Almond Milk, Unsweetened, Plain, Shelf Stable",Bebidas,Beverages,crudo,14.5562,0.5547,0.3371,1.221,0,0.2899,6.785,0.1718,30.79,59.58,0,0,172.7,29.85,0,0.0213,0.045,0,41.4,0.927,3.323,0,0,0.0334,0.0744,0,0.3375,0,0,0,0,0,0,0,0,0,0,0,0.1038,0.7288,0.2763,0,0,97.4
almonds_dry_roasted_salted,Almonds Dry Asado Salted,Almonds Dry Roasted Salted,Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,3.25,260,2.67,646,187,0,0,286,450,0,0.874,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213hv,"Almonds, Dry Asado, Salted - Nfy1213hv","Almonds, Dry Roasted, Salted - Nfy1213hv",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213i4,"Almonds, Dry Asado, Salted - Nfy1213i4","Almonds, Dry Roasted, Salted - Nfy1213i4",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213i5,"Almonds, Dry Asado, Salted - Nfy1213i5","Almonds, Dry Roasted, Salted - Nfy1213i5",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213i6,"Almonds, Dry Asado, Salted - Nfy1213i6","Almonds, Dry Roasted, Salted - Nfy1213i6",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213id,"Almonds, Dry Asado, Salted - Nfy1213id","Almonds, Dry Roasted, Salted - Nfy1213id",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213ik,"Almonds, Dry Asado, Salted - Nfy1213ik","Almonds, Dry Roasted, Salted - Nfy1213ik",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213il,"Almonds, Dry Asado, Salted - Nfy1213il","Almonds, Dry Roasted, Salted - Nfy1213il",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213im,"Almonds, Dry Asado, Salted - Nfy1213im","Almonds, Dry Roasted, Salted - Nfy1213im",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213j1,"Almonds, Dry Asado, Salted - Nfy1213j1","Almonds, Dry Roasted, Salted - Nfy1213j1",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213j8,"Almonds, Dry Asado, Salted - Nfy1213j8","Almonds, Dry Roasted, Salted - Nfy1213j8",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213j9,"Almonds, Dry Asado, Salted - Nfy1213j9","Almonds, Dry Roasted, Salted - Nfy1213j9",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213ja,"Almonds, Dry Asado, Salted - Nfy1213ja","Almonds, Dry Roasted, Salted - Nfy1213ja",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213jq,"Almonds, Dry Asado, Salted - Nfy1213jq","Almonds, Dry Roasted, Salted - Nfy1213jq",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213jz,"Almonds, Dry Asado, Salted - Nfy1213jz","Almonds, Dry Roasted, Salted - Nfy1213jz",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213k0,"Almonds, Dry Asado, Salted - Nfy1213k0","Almonds, Dry Roasted, Salted - Nfy1213k0",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213k1,"Almonds, Dry Asado, Salted - Nfy1213k1","Almonds, Dry Roasted, Salted - Nfy1213k1",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213kd,"Almonds, Dry Asado, Salted - Nfy1213kd","Almonds, Dry Roasted, Salted - Nfy1213kd",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213kl,"Almonds, Dry Asado, Salted - Nfy1213kl","Almonds, Dry Roasted, Salted - Nfy1213kl",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213km,"Almonds, Dry Asado, Salted - Nfy1213km","Almonds, Dry Roasted, Salted - Nfy1213km",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213kn,"Almonds, Dry Asado, Salted - Nfy1213kn","Almonds, Dry Roasted, Salted - Nfy1213kn",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213kt,"Almonds, Dry Asado, Salted - Nfy1213kt","Almonds, Dry Roasted, Salted - Nfy1213kt",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213l0,"Almonds, Dry Asado, Salted - Nfy1213l0","Almonds, Dry Roasted, Salted - Nfy1213l0",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213l1,"Almonds, Dry Asado, Salted - Nfy1213l1","Almonds, Dry Roasted, Salted - Nfy1213l1",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213l2,"Almonds, Dry Asado, Salted - Nfy1213l2","Almonds, Dry Roasted, Salted - Nfy1213l2",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213l8,"Almonds, Dry Asado, Salted - Nfy1213l8","Almonds, Dry Roasted, Salted - Nfy1213l8",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213lg,"Almonds, Dry Asado, Salted - Nfy1213lg","Almonds, Dry Roasted, Salted - Nfy1213lg",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213lh,"Almonds, Dry Asado, Salted - Nfy1213lh","Almonds, Dry Roasted, Salted - Nfy1213lh",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213li,"Almonds, Dry Asado, Salted - Nfy1213li","Almonds, Dry Roasted, Salted - Nfy1213li",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213lu,"Almonds, Dry Asado, Salted - Nfy1213lu","Almonds, Dry Roasted, Salted - Nfy1213lu",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213m2,"Almonds, Dry Asado, Salted - Nfy1213m2","Almonds, Dry Roasted, Salted - Nfy1213m2",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213m3,"Almonds, Dry Asado, Salted - Nfy1213m3","Almonds, Dry Roasted, Salted - Nfy1213m3",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonds_dry_roasted_salted_nfy1213m4,"Almonds, Dry Asado, Salted - Nfy1213m4","Almonds, Dry Roasted, Salted - Nfy1213m4",Frutos secos y semillas,Nut and Seed Products,cocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amaranth_flour,"Amaranth, Flour","Amaranth, Flour",Cereales y pasta,Cereal Grains and Pasta,crudo,28.53,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amaranto,Amaranto,Amaranto,Carbo,Carbohydrate,seco,371,13.6,65,7,6.7,7.6,248,2.9,508,4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
american_pasteurized_prepared_cheese_product_with_added_vita,"American Pasteurized Prepared Queso Product, Con Added Vitamin D, Sliced, Individually Wrapped","American Pasteurized Prepared Cheese Product, With Added Vitamin D, Sliced, Individually Wrapped",Lacteos y huevos,Dairy and Egg Products,crudo,198,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
american_pasteurized_process_cheese_food_with_added_vitamin_,"American Pasteurized Process Queso Food, Con Added Vitamin D, Sliced, Individually Wrapped","American Pasteurized Process Cheese Food, With Added Vitamin D, Sliced, Individually Wrapped",Lacteos y huevos,Dairy and Egg Products,crudo,201.96,0,0,22.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
american_pasteurized_process_cheese_food_sliced_individually,"American Pasteurized Process Queso Food, Sliced, Individually Wrapped","American Pasteurized Process Cheese Food, Sliced, Individually Wrapped",Lacteos y huevos,Dairy and Egg Products,crudo,247.5,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
american_pasteurized_process_cheese_product_sliced_individua,"American Pasteurized Process Queso Product, Sliced, Individually Wrapped","American Pasteurized Process Cheese Product, Sliced, Individually Wrapped",Lacteos y huevos,Dairy and Egg Products,crudo,222.3,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
american_cheese,American Queso,American Cheese,Lacteos y huevos,Dairy and Egg Products,crudo,0,0,0,0,0,0.51,24.8,2.12,248,1650,0,0,454,325,0,0.026,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amino_acids_greek_yogurt_chobani_plain_non_fat_al1_ca1_nfy09,"Amino Acids, Greek Yogur, Chobani Plain Non-fat (al1,ca1) - Nfy09110d","Amino Acids, Greek Yogurt, Chobani Plain Non-fat (al1,ca1) - Nfy09110d",Lacteos y huevos,Dairy and Egg Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.81,0.28,0.63,0.5,0.49,0.36,0.13,0.28,0,0,0,0,0,0,0
amino_acids_greek_yogurt_dannon_oikos_plain_non_fat_co1_ct1_,"Amino Acids, Greek Yogur, Dannon Oikos Plain Non-fat (co1,ct1) - Nfy09115p","Amino Acids, Greek Yogurt, Dannon Oikos Plain Non-fat (co1,ct1) - Nfy09115p",Lacteos y huevos,Dairy and Egg Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.84,0.3,0.69,0.54,0.53,0.41,0.14,0.3,0,0,0,0,0,0,0
amino_acids_greek_yogurt_fage_plain_nonfat_ca2_nc1_nfy091147,"Amino Acids, Greek Yogur, Fage Plain Nonfat (ca2,nc1) - Nfy091147","Amino Acids, Greek Yogurt, Fage Plain Nonfat (ca2,nc1) - Nfy091147",Lacteos y huevos,Dairy and Egg Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.85,0.3,0.68,0.54,0.52,0.46,0.13,0.3,0,0,0,0,0,0,0
amino_acids_ground_turkey_93_lean_7_fat_raw_national,"Amino Acids, Ground Pavo, 93% Lean, 7% Fat, Crudo (national)","Amino Acids, Ground Turkey, 93% Lean, 7% Fat, Raw (national)",Aves,Poultry Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,1.63,0.54,0.84,0.81,0.71,0.85,0.21,0.51,0,0,0,0,0,0,0
amino_acids_chicken_dark_meat_lean_only_drumstick_raw_non_en,"Amino Acids, Pollo, Dark Meat, Lean Only, Drumstick, Crudo, Non-enhanced (al1,ca1) - 14b-04-05-aminoacids","Amino Acids, Chicken, Dark Meat, Lean Only, Drumstick, Raw, Non-enhanced (al1,ca1) - 14b-04-05-aminoacids",Aves,Poultry Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.78,0.53,0.92,0.9,0.76,0.9,0.21,0.55,0,0,0,0,0,0,0
amino_acids_chicken_dark_meat_lean_only_drumstick_raw_non_en_331661,"Amino Acids, Pollo, Dark Meat, Lean Only, Drumstick, Crudo, Non-enhanced (ca2,nc1) - 14b-04-02-aminoacids","Amino Acids, Chicken, Dark Meat, Lean Only, Drumstick, Raw, Non-enhanced (ca2,nc1) - 14b-04-02-aminoacids",Aves,Poultry Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.81,0.54,0.92,0.91,0.77,0.9,0.22,0.55,0,0,0,0,0,0,0
amino_acids_chicken_dark_meat_lean_only_drumstick_raw_non_en_331025,"Amino Acids, Pollo, Dark Meat, Lean Only, Drumstick, Crudo, Non-enhanced (co1,ct1,in1) - 14b-04-03-aminoacids","Amino Acids, Chicken, Dark Meat, Lean Only, Drumstick, Raw, Non-enhanced (co1,ct1,in1) - 14b-04-03-aminoacids",Aves,Poultry Products,crudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.72,0.54,0.9,0.88,0.73,0.87,0.21,0.53,0,0,0,0,0,0,0
